Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt8667404,2025-05-25,2025-05-25,,"The Chronology of Water","The Chronology of Water",https://www.imdb.com/title/tt8667404/,Movie,6.5,128,2025,"Biography, Drama, Romance",708,2026-01-09,"Kristen Stewart",,
2,tt3704428,2025-11-06,2025-11-06,,"Elvis","Elvis",https://www.imdb.com/title/tt3704428/,Movie,7.3,159,2022,"Biography, Drama, Music",257472,2022-06-24,"Baz Luhrmann",,
