Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0099703,2025-11-15,2025-11-15,,"The Grifters","The Grifters",https://www.imdb.com/title/tt0099703/,Movie,6.8,110,1990,"Crime, Drama, Thriller",32966,1991-01-25,"Stephen Frears",,
